url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
15/02/2017,Apio,Americana (o),Terminal Hortofrutícola de Chillán,50,Primera,4.622,4.790,5.042,$/docena de matas
15/02/2017,Frutilla,Sin especificar,Feria Lagunitas de Puerto Montt,120,Primera,5.042,5.042,5.042,$/bandeja 7 kilos
15/02/2017,Cebolla,Sin especificar,Terminal Hortofrutícola de Chillán,5.000,1a nueva(o),1.261,1.303,1.345,$/paquete 20 unidades (volumen en unidades)
15/02/2017,Cebolla,Sin especificar,Terminal Hortofrutícola de Chillán,5.000,2a nueva(o),1.008,1.050,1.092,$/paquete 20 unidades (volumen en unidades)
15/02/2017,Frutilla,Sin especificar,Feria Lagunitas de Puerto Montt,240,Primera,5.462,5.672,5.882,$/bandeja 7 kilos
15/02/2017,Espinaca,Sin especificar,Terminal Hortofrutícola de Chillán,25,Segunda,9.244,9.580,10.084,$/cuna 10 kilos
15/02/2017,Limón,Sin especificar,Feria Lagunitas de Puerto Montt,300,1a plateado,22.689,23.109,23.529,$/malla 16 kilos
15/02/2017,Lechuga,Conconina(o),Terminal Hortofrutícola de Chillán,100,Primera,2.941,3.151,3.361,$/caja 10 unidades
15/02/2017,Lechuga,Escarola,Terminal Hortofrutícola de Chillán,80,Primera,4.202,4.412,4.622,$/caja 15 unidades
15/02/2017,Manzana,Granny Smith,Feria Lagunitas de Puerto Montt,200,Primera,5.882,5.882,5.882,$/caja 15 kilos empedrada
15/02/2017,Lechuga,Escarola,Terminal Hortofrutícola de Chillán,100,Segunda,3.361,3.571,3.782,$/caja 18 unidades
15/02/2017,Manzana,Royal Gala,Feria Lagunitas de Puerto Montt,200,Primera,5.882,5.882,5.882,$/caja 15 kilos empedrada
15/02/2017,Melón,Calameño,Terminal Hortofrutícola de Chillán,140,Extra (muy buena),420,438,462,$/unidad
15/02/2017,Naranja,Valencia,Feria Lagunitas de Puerto Montt,100,Primera,5.882,5.882,5.882,$/caja 18 kilos empedrada
15/02/2017,Nectarín,Venus,Feria Lagunitas de Puerto Montt,200,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Melón,Calameño,Terminal Hortofrutícola de Chillán,200,Primera,336,357,378,$/unidad
15/02/2017,Palta,Hass,Feria Lagunitas de Puerto Montt,100,Primera,2.101,2.101,2.101,$/kilo (en caja de 15 kilos)
15/02/2017,Melón,Calameño,Terminal Hortofrutícola de Chillán,200,Segunda,252,273,294,$/unidad
15/02/2017,Palta,Hass,Feria Lagunitas de Puerto Montt,100,Segunda,1.681,1.681,1.681,$/kilo (en caja de 15 kilos)
15/02/2017,Melón,Tuna,Terminal Hortofrutícola de Chillán,100,Extra (muy buena),504,525,546,$/unidad
15/02/2017,Palta,Hass,Feria Lagunitas de Puerto Montt,100,Tercera,1.345,1.345,1.345,$/kilo (en caja de 15 kilos)
15/02/2017,Melón,Tuna,Terminal Hortofrutícola de Chillán,300,Primera,420,441,462,$/unidad
15/02/2017,Melón,Tuna,Terminal Hortofrutícola de Chillán,300,Segunda,336,357,378,$/unidad
15/02/2017,Plátano,Sin especificar,Feria Lagunitas de Puerto Montt,300,Pintón,8.403,8.613,8.824,$/caja 20 kilos
15/02/2017,Papa,Patagonia,Terminal Hortofrutícola de Chillán,100,1a nueva(o),4.622,4.832,5.042,$/saco 50 kilos
15/02/2017,Ciruela,Larry Ann,Macroferia Regional de Talca,80,Primera,3.361,3.361,3.361,$/caja 15 kilos granel
15/02/2017,Pepino ensalada,Sin especificar,Terminal Hortofrutícola de Chillán,35,Segunda,11.765,12.125,12.605,$/caja 100 unidades
15/02/2017,Ciruela,Pink Delight,Macroferia Regional de Talca,60,Primera,2.521,2.521,2.521,$/caja 15 kilos granel
15/02/2017,Pimiento,Zafiro rojo,Terminal Hortofrutícola de Chillán,110,Primera,5.462,5.653,5.882,$/caja 15 kilos
15/02/2017,Durazno,Carson,Macroferia Regional de Talca,150,Especial,6.723,6.723,6.723,$/caja 15 kilos empedrada
15/02/2017,Pimiento,Zafiro rojo,Terminal Hortofrutícola de Chillán,50,Segunda,3.782,3.950,4.202,$/caja 15 kilos
15/02/2017,Durazno,Carson,Macroferia Regional de Talca,80,Extra (doble especial),7.563,7.563,7.563,$/caja 15 kilos empedrada
15/02/2017,Poroto granado,Sin especificar,Terminal Hortofrutícola de Chillán,25,Primera,16.387,16.555,16.807,$/saco 30 kilos
15/02/2017,Durazno,Doctor Davis,Macroferia Regional de Talca,150,Especial,6.723,6.723,6.723,$/caja 15 kilos empedrada
15/02/2017,Tomate,Semiduro,Terminal Hortofrutícola de Chillán,300,Primera,2.101,2.311,2.521,$/caja 15 kilos
15/02/2017,Durazno,Doctor Davis,Macroferia Regional de Talca,80,Extra (doble especial),7.563,7.563,7.563,$/caja 15 kilos empedrada
15/02/2017,Tomate,Semiduro,Terminal Hortofrutícola de Chillán,50,Segunda,1.681,1.681,1.681,$/caja 15 kilos
15/02/2017,Durazno,Doctor Davis,Macroferia Regional de Talca,100,Primera,5.882,5.882,5.882,$/caja 15 kilos empedrada
15/02/2017,Zapallo,Camote,Terminal Hortofrutícola de Chillán,600,1a (cosecha),210,231,252,$/kilo (volumen en unidades)
15/02/2017,Frutilla,Sin especificar,Macroferia Regional de Talca,300,Primera,4.202,4.202,4.202,$/bandeja 7 kilos
15/02/2017,Acelga,Sin especificar,Terminal La Palmera de La Serena,860,Primera,336,357,378,$/atado
15/02/2017,Frutilla,Sin especificar,Macroferia Regional de Talca,150,Primera,4.202,4.202,4.202,$/caja 7 kilos
15/02/2017,Ajo,Chino,Terminal La Palmera de La Serena,240,Primera,20.168,20.378,20.588,$/caja 10 kilos
15/02/2017,Limón,Sin especificar,Macroferia Regional de Talca,300,1a plateado,20.168,20.168,20.168,$/malla 16 kilos
15/02/2017,Ají,Americana (o),Terminal La Palmera de La Serena,160,Primera,5.714,5.798,5.882,$/caja 15 kilos
15/02/2017,Limón,Sin especificar,Macroferia Regional de Talca,100,2a plateado,19.328,19.328,19.328,$/malla 16 kilos
15/02/2017,Ají,Inferno,Terminal La Palmera de La Serena,200,Primera,14.958,15.042,15.126,$/caja 30 kilos
15/02/2017,Apio,Americana (o),Terminal La Palmera de La Serena,860,Primera,6.303,6.513,6.723,$/docena de matas
15/02/2017,Limón,Sin especificar,Macroferia Regional de Talca,50,3a plateado,18.487,18.487,18.487,$/malla 16 kilos
15/02/2017,Brócoli,Sin especificar,Terminal La Palmera de La Serena,800,Primera,336,357,378,$/unidad
15/02/2017,Manzana,Granny Smith,Macroferia Regional de Talca,400,Primera,3.361,3.361,3.361,$/caja 15 kilos empedrada
15/02/2017,Brócoli,Sin especificar,Terminal La Palmera de La Serena,600,Segunda,252,273,294,$/unidad
15/02/2017,Manzana,Royal Gala,Macroferia Regional de Talca,400,Primera,3.361,3.361,3.361,$/caja 15 kilos empedrada
15/02/2017,Cebolla,Sin especificar,Terminal La Palmera de La Serena,800,1a (cosecha),4.034,4.118,4.202,$/malla 18 kilos
15/02/2017,Plátano,Sin especificar,Macroferia Regional de Talca,150,Maduro,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Cebolla,Sin especificar,Terminal La Palmera de La Serena,600,2a (cosecha),3.613,3.697,3.782,$/malla 18 kilos
15/02/2017,Plátano,Sin especificar,Macroferia Regional de Talca,550,Pintón,7.563,7.563,7.563,$/caja 20 kilos
15/02/2017,Cebollín,Sin especificar,Terminal La Palmera de La Serena,700,Primera,630,651,672,$/paquete 6 unidades
15/02/2017,Choclo,Choclero,Terminal La Palmera de La Serena,20.000,Primera,109,113,118,$/unidad
15/02/2017,Durazno,Doctor Davis,Terminal Hortofrutícola de Chillán,50,Especial,7.563,7.899,8.403,$/caja 16 kilos empedrada
15/02/2017,Choclo,Dulce o Americano,Terminal La Palmera de La Serena,28.000,Primera,67,71,76,$/unidad
15/02/2017,Durazno,Doctor Davis,Terminal Hortofrutícola de Chillán,100,Primera,6.303,6.513,6.723,$/caja 16 kilos empedrada
15/02/2017,Coliflor,Sin especificar,Terminal La Palmera de La Serena,800,Primera,336,357,378,$/unidad
15/02/2017,Frutilla,Sin especificar,Terminal Hortofrutícola de Chillán,70,Primera,4.202,4.622,5.042,$/caja 7 kilos
15/02/2017,Coliflor,Sin especificar,Terminal La Palmera de La Serena,560,Segunda,252,273,294,$/unidad
15/02/2017,Frutilla,Sin especificar,Terminal Hortofrutícola de Chillán,30,Segunda,3.782,3.782,3.782,$/caja 7 kilos
15/02/2017,Espinaca,Sin especificar,Terminal La Palmera de La Serena,800,Primera,2.941,2.983,3.025,$/docena de atados (3 kilos)
15/02/2017,Lechuga,Conconina(o),Terminal La Palmera de La Serena,240,Primera,2.521,2.605,2.689,$/caja 10 unidades
15/02/2017,Limón,Sin especificar,Terminal Hortofrutícola de Chillán,35,1a plateado,20.168,20.528,21.008,$/malla 18 kilos
15/02/2017,Lechuga,Escarola,Terminal La Palmera de La Serena,400,Primera,3.613,3.697,3.782,$/caja 15 unidades
15/02/2017,Limón,Sin especificar,Terminal Hortofrutícola de Chillán,50,2a plateado,18.487,18.824,19.328,$/malla 18 kilos
15/02/2017,Lechuga,Escarola,Terminal La Palmera de La Serena,200,Segunda,2.689,2.815,2.941,$/caja 18 unidades
15/02/2017,Manzana,Granny Smith,Terminal Hortofrutícola de Chillán,100,Primera,4.202,4.412,4.622,$/caja 16 kilos empedrada
15/02/2017,Manzana,Granny Smith,Terminal Hortofrutícola de Chillán,100,Segunda,3.361,3.571,3.782,$/caja 16 kilos empedrada
15/02/2017,Lechuga,Milanesa,Terminal La Palmera de La Serena,200,Primera,3.782,3.992,4.202,$/caja 20 unidades
15/02/2017,Manzana,Royal Gala,Terminal Hortofrutícola de Chillán,50,Primera,4.202,4.370,4.622,$/caja 16 kilos empedrada
15/02/2017,Melón,Tuna,Terminal La Palmera de La Serena,1.200,Extra,966,987,1.008,$/unidad
15/02/2017,Manzana,Royal Gala,Terminal Hortofrutícola de Chillán,50,Segunda,3.361,3.529,3.782,$/caja 16 kilos empedrada
15/02/2017,Melón,Tuna,Terminal La Palmera de La Serena,1.400,Extra (muy buena),824,832,840,$/unidad
15/02/2017,Palta,Hass,Terminal Hortofrutícola de Chillán,50,Especial,1.513,1.613,1.681,$/kilo (en caja de 15 kilos)
15/02/2017,Melón,Tuna,Terminal La Palmera de La Serena,1.200,Primera,739,748,756,$/unidad
15/02/2017,Palta,Hass,Terminal Hortofrutícola de Chillán,100,Primera,1.261,1.303,1.345,$/kilo (en caja de 15 kilos)
15/02/2017,Melón,Tuna,Terminal La Palmera de La Serena,800,Segunda,655,664,672,$/unidad
15/02/2017,Palta,Hass,Terminal Hortofrutícola de Chillán,50,Segunda,1.008,1.042,1.092,$/kilo (en caja de 15 kilos)
15/02/2017,Papa,Asterix,Terminal La Palmera de La Serena,1.000,1a nueva(o),7.983,8.193,8.403,$/saco 50 kilos
15/02/2017,Plátano,Sin especificar,Terminal Hortofrutícola de Chillán,380,Pintón,6.723,7.121,7.563,$/caja 20 kilos
15/02/2017,Papa,Cardinal,Terminal La Palmera de La Serena,900,1a nueva(o),7.983,8.193,8.403,$/saco 50 kilos
15/02/2017,Uva,Red Globe,Terminal Hortofrutícola de Chillán,50,Primera,7.563,7.899,8.403,$/caja 20 kilos
15/02/2017,Pepino dulce,Cultivar IV Región,Terminal La Palmera de La Serena,200,Primera,5.714,5.798,5.882,$/caja 15 kilos
15/02/2017,Uva,Superior Seedless,Terminal Hortofrutícola de Chillán,50,Primera,7.563,7.899,8.403,$/caja 20 kilos
15/02/2017,Pepino ensalada,Sin especificar,Terminal La Palmera de La Serena,280,Primera,12.605,12.815,13.025,$/caja 70 unidades
15/02/2017,Durazno,Doctor Davis,Terminal La Palmera de La Serena,200,Especial,13.866,14.076,14.286,$/caja 16 kilos empedrada
15/02/2017,Pepino ensalada,Sin especificar,Terminal La Palmera de La Serena,200,Segunda,10.084,10.294,10.504,$/caja 100 unidades
15/02/2017,Durazno,Doctor Davis,Terminal La Palmera de La Serena,160,Primera,12.185,12.395,12.605,$/caja 16 kilos empedrada
15/02/2017,Pimiento,Cuatro cascos rojo,Terminal La Palmera de La Serena,300,Primera,8.824,9.034,9.244,$/caja 15 kilos
15/02/2017,Durazno,Doctor Davis,Terminal La Palmera de La Serena,140,Segunda,10.504,10.714,10.924,$/caja 16 kilos empedrada
15/02/2017,Pimiento,Cuatro cascos rojo,Terminal La Palmera de La Serena,200,Segunda,6.134,6.218,6.303,$/caja 15 kilos
15/02/2017,Limón,Sin especificar,Terminal La Palmera de La Serena,360,1a amarillo,17.983,18.025,18.067,$/malla 18 kilos
15/02/2017,Pimiento,Cuatro cascos verde,Terminal La Palmera de La Serena,260,Primera,5.294,5.378,5.462,$/caja 15 kilos
15/02/2017,Limón,Sin especificar,Terminal La Palmera de La Serena,320,1a plateado,17.479,17.563,17.647,$/malla 18 kilos
15/02/2017,Pimiento,Cuatro cascos verde,Terminal La Palmera de La Serena,180,Segunda,3.361,3.445,3.529,$/caja 15 kilos
15/02/2017,Limón,Sin especificar,Terminal La Palmera de La Serena,280,2a amarillo,15.966,16.050,16.134,$/malla 18 kilos
15/02/2017,Pimiento,Morrón rojo,Terminal La Palmera de La Serena,160,Primera,6.555,6.639,6.723,$/caja 20 kilos
15/02/2017,Limón,Sin especificar,Terminal La Palmera de La Serena,260,2a plateado,15.462,15.504,15.546,$/malla 18 kilos
15/02/2017,Pimiento,Morrón rojo,Terminal La Palmera de La Serena,120,Segunda,4.874,4.958,5.042,$/caja 20 kilos
15/02/2017,Mandarina,Murcott,Terminal La Palmera de La Serena,240,Especial,4.622,4.832,5.042,$/caja 12 kilos
15/02/2017,Poroto granado,Sin especificar,Terminal La Palmera de La Serena,120,Primera,18.067,18.277,18.487,$/malla 30 kilos
15/02/2017,Mandarina,Murcott,Terminal La Palmera de La Serena,280,Primera,3.782,3.932,4.202,$/caja 12 kilos
15/02/2017,Poroto verde,Magnum,Terminal La Palmera de La Serena,200,Primera,20.588,20.798,21.008,$/malla 30 kilos
15/02/2017,Mandarina,Murcott,Terminal La Palmera de La Serena,160,Segunda,2.941,3.151,3.361,$/caja 12 kilos
15/02/2017,Poroto verde,Magnum,Terminal La Palmera de La Serena,100,Primera,23.109,23.319,23.529,$/malla 30 kilos
15/02/2017,Mango,Sin especificar,Terminal La Palmera de La Serena,240,Especial,4.034,4.118,4.202,$/bandeja 4 kilos
15/02/2017,Repollo,Copenhague,Terminal La Palmera de La Serena,800,Primera,403,412,420,$/unidad
15/02/2017,Repollo,Copenhague,Terminal La Palmera de La Serena,600,Segunda,319,328,336,$/unidad
15/02/2017,Mango,Sin especificar,Terminal La Palmera de La Serena,240,Primera,4.034,4.118,4.202,$/bandeja 4 kilos
15/02/2017,Naranja,Valencia,Terminal La Palmera de La Serena,18,Primera,126.050,128.151,130.252,$/bins (400 kilos)
15/02/2017,Repollo,Crespo record,Terminal La Palmera de La Serena,760,Primera,403,412,420,$/unidad
15/02/2017,Naranja,Valencia,Terminal La Palmera de La Serena,16,Segunda,117.647,119.748,121.849,$/bins (400 kilos)
15/02/2017,Repollo,Crespo record,Terminal La Palmera de La Serena,540,Segunda,319,328,336,$/unidad
15/02/2017,Nectarín,August Red,Terminal La Palmera de La Serena,200,Especial,12.185,12.395,12.605,$/caja 16 kilos empedrada
15/02/2017,Repollo,Morada(o),Terminal La Palmera de La Serena,700,Primera,403,412,420,$/unidad
15/02/2017,Repollo,Morada(o),Terminal La Palmera de La Serena,460,Segunda,319,328,336,$/unidad
15/02/2017,Nectarín,August Red,Terminal La Palmera de La Serena,160,Primera,10.504,10.714,10.924,$/caja 16 kilos empedrada
15/02/2017,Sandia,Sin especificar,Terminal La Palmera de La Serena,800,Extra (muy buena),2.269,2.311,2.353,$/unidad
15/02/2017,Piña,Caramelo,Terminal La Palmera de La Serena,216,Especial,16.387,16.597,16.807,$/caja 10 unidades
15/02/2017,Sandia,Sin especificar,Terminal La Palmera de La Serena,600,Primera,1.849,1.891,1.933,$/unidad
15/02/2017,Piña,Caramelo,Terminal La Palmera de La Serena,216,Primera,16.387,16.597,16.807,$/caja 12 unidades
15/02/2017,Sandia,Sin especificar,Terminal La Palmera de La Serena,500,Segunda,1.513,1.555,1.597,$/unidad
15/02/2017,Piña,Caramelo,Terminal La Palmera de La Serena,216,Segunda,16.387,16.597,16.807,$/caja 14 unidades
15/02/2017,Sandia,Sin especificar,Terminal La Palmera de La Serena,400,Tercera,1.092,1.113,1.134,$/unidad
15/02/2017,Arándano (blue),Sin especificar,Vega Central Mapocho de Santiago,300,Primera,2.521,2.605,2.689,$/bandeja 2 kilos
15/02/2017,Tomate,Semiduro,Terminal La Palmera de La Serena,280,Primera,6.134,6.218,6.303,$/bandeja 18 kilos
15/02/2017,Arándano (blue),Sin especificar,Vega Central Mapocho de Santiago,200,Segunda,1.849,1.933,2.017,$/bandeja 2 kilos
15/02/2017,Tomate,Semiduro,Terminal La Palmera de La Serena,300,Primera,5.882,5.966,6.050,$/bandeja 18 kilos
15/02/2017,Ciruela,Automn Giant,Vega Central Mapocho de Santiago,50,Especial,5.042,5.042,5.042,$/caja 18 kilos granel
15/02/2017,Tomate,Semiduro,Terminal La Palmera de La Serena,500,Primera,4.874,4.958,5.042,$/caja 15 kilos
15/02/2017,Ciruela,Automn Giant,Vega Central Mapocho de Santiago,70,Primera,4.202,4.202,4.202,$/caja 18 kilos granel
15/02/2017,Tomate,Semiduro,Terminal La Palmera de La Serena,200,Segunda,4.454,4.538,4.622,$/bandeja 18 kilos
15/02/2017,Ciruela,Automn Giant,Vega Central Mapocho de Santiago,85,Segunda,3.361,3.361,3.361,$/caja 18 kilos granel
15/02/2017,Zanahoria,Sin especificar,Terminal La Palmera de La Serena,200,Primera,9.664,9.874,10.084,$/saco 40 kilos
15/02/2017,Durazno,Doctor Davis,Vega Central Mapocho de Santiago,70,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Zanahoria,Sin especificar,Terminal La Palmera de La Serena,100,Segunda,8.235,8.319,8.403,$/saco 40 kilos
15/02/2017,Durazno,Doctor Davis,Vega Central Mapocho de Santiago,100,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Zapallo,Camote,Terminal La Palmera de La Serena,700,1a (cosecha),235,244,252,$/kilo (volumen en unidades)
15/02/2017,Durazno,Doctor Davis,Vega Central Mapocho de Santiago,60,Segunda,6.723,6.723,6.723,$/caja 16 kilos empedrada
15/02/2017,Zapallo,Camote,Terminal La Palmera de La Serena,800,1a (cosecha),294,315,336,$/kilo (volumen en unidades)
15/02/2017,Durazno,Ross Peach,Vega Central Mapocho de Santiago,85,Especial,9.244,9.244,9.244,$/caja 16 kilos empedrada
15/02/2017,Zapallo,Camote,Terminal La Palmera de La Serena,500,2a (cosecha),210,231,252,$/kilo (volumen en unidades)
15/02/2017,Durazno,Ross Peach,Vega Central Mapocho de Santiago,150,Primera,7.563,7.563,7.563,$/caja 16 kilos empedrada
15/02/2017,Zapallo italiano,Sin especificar,Terminal La Palmera de La Serena,180,Primera,8.824,9.034,9.244,$/caja 70 unidades
15/02/2017,Durazno,Ross Peach,Vega Central Mapocho de Santiago,120,Segunda,5.882,5.882,5.882,$/caja 16 kilos empedrada
15/02/2017,Ají,Americana (o),Vega Central Mapocho de Santiago,34,Primera,5.882,5.882,5.882,$/caja 15 kilos
15/02/2017,Frutilla,Sin especificar,Vega Central Mapocho de Santiago,1.240,Primera,3.361,3.710,4.202,$/bandeja 7 kilos
15/02/2017,Albahaca,Sin especificar,Vega Central Mapocho de Santiago,280,Primera,2.521,2.521,2.521,$/docena de matas
15/02/2017,Frutilla,Sin especificar,Vega Central Mapocho de Santiago,750,Segunda,2.101,2.521,2.941,$/bandeja 7 kilos
15/02/2017,Berenjena,Sin especificar,Vega Central Mapocho de Santiago,66,Primera,3.782,3.998,4.202,$/caja 60 unidades
15/02/2017,Limón,Sin especificar,Vega Central Mapocho de Santiago,250,1a plateado,20.168,20.168,20.168,$/malla 18 kilos
15/02/2017,Cebollín,Sin especificar,Vega Central Mapocho de Santiago,440,Primera,2.101,2.301,2.521,$/paquete 36 unidades
15/02/2017,Limón,Sin especificar,Vega Central Mapocho de Santiago,210,2a plateado,18.487,18.487,18.487,$/malla 18 kilos
15/02/2017,Cebollín,Sin especificar,Vega Central Mapocho de Santiago,320,Segunda,1.681,1.681,1.681,$/paquete 36 unidades
15/02/2017,Limón,Sin especificar,Vega Central Mapocho de Santiago,300,3a plateado,15.126,16.246,16.807,$/malla 18 kilos
15/02/2017,Choclo,Choclero,Vega Central Mapocho de Santiago,14.000,Primera,92,96,101,$/unidad
15/02/2017,Manzana,Granny Smith,Vega Central Mapocho de Santiago,10,Especial,126.050,126.050,126.050,$/bins (400 kilos)
15/02/2017,Ciboulette,Sin especificar,Vega Central Mapocho de Santiago,780,Primera,672,754,840,$/docena de atados
15/02/2017,Manzana,Granny Smith,Vega Central Mapocho de Santiago,12,Primera,109.244,109.244,109.244,$/bins (400 kilos)
15/02/2017,Manzana,Royal Gala,Vega Central Mapocho de Santiago,10,Primera,100.840,100.840,100.840,$/bins (400 kilos)
15/02/2017,Ciboulette,Sin especificar,Vega Central Mapocho de Santiago,350,Segunda,504,504,504,$/docena de atados
15/02/2017,Manzana,Royal Gala,Vega Central Mapocho de Santiago,8,Segunda,84.034,84.034,84.034,$/bins (400 kilos)
15/02/2017,Cilantro,Sin especificar,Vega Central Mapocho de Santiago,116,Primera,15.126,15.793,16.807,$/docena de atados
15/02/2017,Naranja,Valencia,Vega Central Mapocho de Santiago,80,Primera,10.084,10.084,10.084,$/caja 15 kilos granel
15/02/2017,Espinaca,Sin especificar,Vega Central Mapocho de Santiago,114,Primera,10.084,10.821,11.765,$/cuna 10 kilos
15/02/2017,Naranja,Valencia,Vega Central Mapocho de Santiago,50,Segunda,8.403,8.403,8.403,$/caja 15 kilos granel
15/02/2017,Lechuga,Escarola,Vega Central Mapocho de Santiago,390,Primera,3.361,3.577,3.782,$/caja 15 unidades
15/02/2017,Nectarín,Artic Pride,Vega Central Mapocho de Santiago,85,Especial,11.765,11.765,11.765,$/caja 16 kilos empedrada
15/02/2017,Perejil,Sin especificar,Vega Central Mapocho de Santiago,43,Primera,6.723,7.622,8.403,$/docena de atados
15/02/2017,Nectarín,Artic Pride,Vega Central Mapocho de Santiago,150,Primera,9.244,9.804,10.084,$/caja 16 kilos empedrada
15/02/2017,Repollo,Crespo record,Vega Central Mapocho de Santiago,2.200,Primera,504,542,588,$/unidad
15/02/2017,Nectarín,Artic Pride,Vega Central Mapocho de Santiago,170,Segunda,7.563,8.156,8.403,$/caja 16 kilos empedrada
15/02/2017,Repollo,Morada(o),Vega Central Mapocho de Santiago,850,Primera,588,588,588,$/unidad
15/02/2017,Nectarín,August Red,Vega Central Mapocho de Santiago,100,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Repollo,Morada(o),Vega Central Mapocho de Santiago,500,Segunda,504,504,504,$/unidad
15/02/2017,Nectarín,August Red,Vega Central Mapocho de Santiago,300,Primera,8.403,8.824,9.244,$/caja 16 kilos empedrada
15/02/2017,Zanahoria,Sin especificar,Vega Central Mapocho de Santiago,21.000,Primera,67,67,67,$/unidad
15/02/2017,Palta,Hass,Vega Central Mapocho de Santiago,140,Especial,1.513,1.513,1.513,$/kilo (en caja de 17 kilos)
15/02/2017,Zanahoria,Sin especificar,Vega Central Mapocho de Santiago,72,Segunda,8.403,8.403,8.403,$/saco 40 kilos
15/02/2017,Palta,Hass,Vega Central Mapocho de Santiago,135,Primera,1.345,1.345,1.345,$/kilo (en caja de 17 kilos)
15/02/2017,Zanahoria,Sin especificar,Vega Central Mapocho de Santiago,26.000,Segunda,21,21,21,$/unidad
15/02/2017,Palta,Hass,Vega Central Mapocho de Santiago,300,Primera,1.261,1.303,1.345,$/kilo (en caja de 17 kilos)
15/02/2017,Zapallo,Camote,Vega Central Mapocho de Santiago,152,1a (cosecha),168,190,210,$/kilo (volumen en unidades)
15/02/2017,Palta,Hass,Vega Central Mapocho de Santiago,180,Segunda,1.176,1.176,1.176,$/kilo (en caja de 17 kilos)
15/02/2017,Zapallo italiano,Sin especificar,Vega Central Mapocho de Santiago,155,Primera,4.202,4.663,5.042,$/caja 70 unidades
15/02/2017,Palta,Hass,Vega Central Mapocho de Santiago,125,Tercera,1.008,1.008,1.008,$/kilo (en caja de 17 kilos)
15/02/2017,Acelga,Sin especificar,Vega Modelo de Temuco,15,Primera,4.202,4.202,4.202,$/docena de paquetes
15/02/2017,Pera,Bartlett de verano,Vega Central Mapocho de Santiago,12,Primera,100.840,100.840,100.840,$/bins (450 kilos)
15/02/2017,Ajo,Chino,Vega Modelo de Temuco,140,Primera,20.168,20.528,21.008,$/malla 10 kilos
15/02/2017,Pera,Bartlett de verano,Vega Central Mapocho de Santiago,8,Segunda,84.034,84.034,84.034,$/bins (450 kilos)
15/02/2017,Ají,Americana (o),Vega Modelo de Temuco,40,Primera,12.605,12.605,12.605,$/caja 30 kilos
15/02/2017,Piña,Caramelo,Vega Central Mapocho de Santiago,54,Especial,12.605,12.605,12.605,$/caja 10 unidades
15/02/2017,Ají,Cristal,Vega Modelo de Temuco,10,Primera,10.924,10.924,10.924,$/saco 30 kilos
15/02/2017,Piña,Caramelo,Vega Central Mapocho de Santiago,54,Primera,12.605,12.605,12.605,$/caja 12 unidades
15/02/2017,Betarraga,Sin especificar,Vega Modelo de Temuco,20,Primera,4.202,4.202,4.202,$/docena de paquetes
15/02/2017,Plátano,Sin especificar,Vega Central Mapocho de Santiago,1.440,Pintón,5.882,6.373,6.723,$/caja 20 kilos
15/02/2017,Cebolla,Sin especificar,Vega Modelo de Temuco,800,1a (guarda),3.782,3.782,3.782,$/malla 18 kilos
15/02/2017,Uva,Flame Seedless,Vega Central Mapocho de Santiago,100,Primera,7.143,7.353,7.563,$/caja 20 kilos
15/02/2017,Choclo,Choclero,Vega Modelo de Temuco,8.000,Primera,101,101,101,$/unidad
15/02/2017,Uva,Red Globe,Vega Central Mapocho de Santiago,80,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Choclo,Dulce o Americano,Vega Modelo de Temuco,10.000,Primera,84,88,92,$/unidad
15/02/2017,Uva,Superior Seedless,Vega Central Mapocho de Santiago,120,Primera,8.403,8.824,9.244,$/caja 20 kilos
15/02/2017,Cilantro,Sin especificar,Vega Modelo de Temuco,30,Primera,2.521,2.521,2.521,$/docena de atados
15/02/2017,Ciruela,Larry Ann,Vega Modelo de Temuco,5,Primera,84.034,84.034,84.034,$/bins (450 kilos)
15/02/2017,Melón,Calameño,Vega Modelo de Temuco,2.000,Primera,504,546,588,$/unidad
15/02/2017,Ciruela,Larry Ann,Vega Modelo de Temuco,50,Primera,5.042,5.042,5.042,$/caja 15 kilos empedrada
15/02/2017,Melón,Calameño,Vega Modelo de Temuco,3.500,Segunda,420,420,420,$/unidad
15/02/2017,Ciruela,Larry Ann,Vega Modelo de Temuco,40,Primera,4.202,4.202,4.202,$/caja 15 kilos granel
15/02/2017,Melón,Calameño,Vega Modelo de Temuco,2.500,Tercera,336,336,336,$/unidad
15/02/2017,Durazno,Elegant Lady,Vega Modelo de Temuco,2,Primera,151.260,151.260,151.260,$/bins (400 kilos)
15/02/2017,Melón,Tuna,Vega Modelo de Temuco,900,Primera,588,588,588,$/unidad
15/02/2017,Durazno,Elegant Lady,Vega Modelo de Temuco,20,Primera,5.042,5.042,5.042,$/caja 15 kilos granel
15/02/2017,Melón,Tuna,Vega Modelo de Temuco,1.300,Segunda,504,504,504,$/unidad
15/02/2017,Granada,Wonderfull,Vega Modelo de Temuco,30,Primera,11.765,11.765,11.765,$/caja 15 kilos granel
