url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,410,Primera,1.345,1.395,1.429,$/kilo (en caja de 15 kilos)
15/02/2017,Zanahoria,Sin especificar,Central Lo Valledor de Santiago,12.000,Tercera,42,42,42,$/unidad
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,250,Primera,1.261,1.308,1.345,$/kilo (en caja de 17 kilos)
15/02/2017,Zapallo,Camote,Central Lo Valledor de Santiago,1.390,1a (cosecha),118,126,134,$/kilo (volumen en unidades)
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,8,Segunda,1.008,1.008,1.008,$/kilo (en bins de 450 kilos)
15/02/2017,Zapallo,Camote,Central Lo Valledor de Santiago,730,2a (cosecha),84,91,101,$/kilo (volumen en unidades)
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,8,Segunda,1.092,1.092,1.092,$/kilo (en bins de 450 kilos)
15/02/2017,Zapallo italiano,Sin especificar,Central Lo Valledor de Santiago,700,Primera,4.202,4.442,4.622,$/caja 70 unidades
15/02/2017,Acelga,Sin especificar,Femacal de La Calera,138,Primera,1.261,1.407,1.513,$/docena de atados (6 kilos)
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,333,Segunda,1.176,1.219,1.261,$/kilo (en caja de 15 kilos)
15/02/2017,Ajo,Chino,Femacal de La Calera,30,Primera,17.647,18.067,18.487,$/caja 10 kilos
15/02/2017,Ajo,Rosado,Femacal de La Calera,100,1a (cosecha),5.882,6.303,6.723,$/trenza 50 unidades
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,309,Segunda,1.176,1.222,1.261,$/kilo (en caja de 15 kilos)
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,260,Segunda,1.134,1.160,1.176,$/kilo (en caja de 17 kilos)
15/02/2017,Ajo,Rosado,Femacal de La Calera,55,2a (cosecha),4.202,4.202,4.202,$/trenza 50 unidades
15/02/2017,Ajo,Rosado,Femacal de La Calera,50,3a (cosecha),2.521,2.521,2.521,$/trenza 50 unidades
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,8,Tercera,840,840,840,$/kilo (en bins de 450 kilos)
15/02/2017,Ají,Americana (o),Femacal de La Calera,20,Segunda,12.605,12.605,12.605,$/caja 30 kilos
15/02/2017,Ají,Inferno,Femacal de La Calera,25,Primera,8.403,8.739,9.244,$/caja 15 kilos
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,6,Tercera,924,924,924,$/kilo (en bins de 450 kilos)
15/02/2017,Ají,Inferno,Femacal de La Calera,15,Segunda,6.723,6.723,6.723,$/caja 15 kilos
15/02/2017,Albahaca,Sin especificar,Femacal de La Calera,50,Primera,2.521,2.521,2.521,$/docena de matas
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,340,Tercera,1.008,1.052,1.092,$/kilo (en caja de 15 kilos)
15/02/2017,Apio,Americana (o),Femacal de La Calera,95,Primera,7.563,7.563,7.563,$/docena de matas
15/02/2017,Apio,Americana (o),Femacal de La Calera,50,Segunda,5.042,5.042,5.042,$/docena de matas
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,330,Tercera,1.008,1.054,1.092,$/kilo (en caja de 15 kilos)
15/02/2017,Berenjena,Sin especificar,Femacal de La Calera,25,Primera,6.723,6.723,6.723,$/caja 90 unidades
15/02/2017,Betarraga,Sin especificar,Femacal de La Calera,800,Primera,294,294,294,$/paquete 4 unidades
15/02/2017,Palta,Hass,Central Lo Valledor de Santiago,90,Tercera,1.008,1.008,1.008,$/kilo (en caja de 17 kilos)
15/02/2017,Betarraga,Sin especificar,Femacal de La Calera,850,Segunda,252,252,252,$/paquete 4 unidades
15/02/2017,Pera,Bartlett de verano,Central Lo Valledor de Santiago,16,Primera,84.034,84.034,84.034,$/bins (450 kilos)
15/02/2017,Brócoli,Sin especificar,Femacal de La Calera,600,Primera,504,504,504,$/unidad
15/02/2017,Pera,Bartlett de verano,Central Lo Valledor de Santiago,14,Segunda,67.227,67.227,67.227,$/bins (450 kilos)
15/02/2017,Brócoli,Sin especificar,Femacal de La Calera,550,Segunda,378,378,378,$/unidad
15/02/2017,Pera,Packham's Triumph,Central Lo Valledor de Santiago,18,Especial,109.244,109.244,109.244,$/bins (450 kilos)
15/02/2017,Cebolla,Morada(o),Femacal de La Calera,25,Primera,8.403,8.403,8.403,$/malla 18 kilos
15/02/2017,Pera,Packham's Triumph,Central Lo Valledor de Santiago,24,Primera,100.840,100.840,100.840,$/bins (450 kilos)
15/02/2017,Cebolla,Morada(o),Femacal de La Calera,28,Segunda,6.723,6.723,6.723,$/malla 18 kilos
15/02/2017,Pera,Packham's Triumph,Central Lo Valledor de Santiago,12,Segunda,75.630,75.630,75.630,$/bins (450 kilos)
15/02/2017,Cebolla,Sin especificar,Femacal de La Calera,5.300,1a nueva(o),1.513,1.592,1.681,$/malla 18 kilos
15/02/2017,Cebolla,Sin especificar,Femacal de La Calera,2.600,2a nueva(o),1.092,1.092,1.092,$/malla 18 kilos
15/02/2017,Piña,Caramelo,Central Lo Valledor de Santiago,108,Especial,11.765,12.185,12.605,$/caja 10 unidades
15/02/2017,Cebolla,Sin especificar,Femacal de La Calera,2.500,3a nueva (o),672,672,672,$/malla 18 kilos
15/02/2017,Piña,Caramelo,Central Lo Valledor de Santiago,108,Primera,11.765,12.185,12.605,$/caja 12 unidades
15/02/2017,Cebollín,Sin especificar,Femacal de La Calera,80,Primera,2.521,2.521,2.521,$/paquete 36 unidades
15/02/2017,Piña,Caramelo,Central Lo Valledor de Santiago,108,Segunda,11.765,12.185,12.605,$/caja 14 unidades
15/02/2017,Plátano,Sin especificar,Central Lo Valledor de Santiago,2.160,Maduro,5.042,5.470,5.882,$/caja 20 kilos
15/02/2017,Choclo,Choclero,Femacal de La Calera,3.600,Primera,92,101,109,$/unidad
15/02/2017,Choclo,Choclero,Femacal de La Calera,1.900,Segunda,67,67,67,$/unidad
15/02/2017,Plátano,Sin especificar,Central Lo Valledor de Santiago,4.655,Pintón,6.303,6.522,7.143,$/caja 20 kilos
15/02/2017,Choclo,Dulce o Americano,Femacal de La Calera,1.800,Primera,101,101,101,$/unidad
15/02/2017,Plátano,Sin especificar,Central Lo Valledor de Santiago,1.270,Verde,5.882,6.382,7.143,$/caja 20 kilos
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,86,Especial,7.815,7.815,7.815,$/caja 18 kilos
15/02/2017,Choclo,Dulce o Americano,Femacal de La Calera,1.800,Segunda,67,67,67,$/unidad
15/02/2017,Ciboulette,Sin especificar,Femacal de La Calera,50,Primera,1.681,1.681,1.681,$/docena de atados
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,85,Especial,7.983,7.983,7.983,$/caja 20 kilos
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,45,Especial,8.403,8.403,8.403,$/caja 20 kilos
15/02/2017,Cilantro,Sin especificar,Femacal de La Calera,100,Primera,2.521,2.731,2.941,$/docena de atados (3 kilos)
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,75,Extra (doble especial),9.244,9.244,9.244,$/caja 20 kilos
15/02/2017,Coliflor,Sin especificar,Femacal de La Calera,400,Primera,588,588,588,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,40,Extra (doble especial),10.084,10.084,10.084,$/caja 20 kilos
15/02/2017,Coliflor,Sin especificar,Femacal de La Calera,350,Segunda,420,420,420,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,70,Extra (doble especial),9.664,9.664,9.664,$/caja 20 kilos
15/02/2017,Lechuga,Conconina(o),Femacal de La Calera,50,Primera,2.521,2.521,2.521,$/caja 10 unidades
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,115,Primera,6.723,6.723,6.723,$/caja 18 kilos
15/02/2017,Lechuga,Escarola,Femacal de La Calera,73,Primera,3.361,3.580,3.782,$/caja 15 unidades
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,90,Primera,7.143,7.143,7.143,$/caja 20 kilos
15/02/2017,Lechuga,Milanesa,Femacal de La Calera,50,Primera,2.521,2.521,2.521,$/caja 20 unidades
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,20,Primera,7.563,7.563,7.563,$/caja 20 kilos
15/02/2017,Melón,Tuna,Femacal de La Calera,300,Extra,630,630,630,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,60,Primera,7.395,7.395,7.395,$/caja 20 kilos
15/02/2017,Melón,Tuna,Femacal de La Calera,300,Primera,420,420,420,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,95,Segunda,5.882,5.882,5.882,$/caja 18 kilos
15/02/2017,Melón,Tuna,Femacal de La Calera,250,Segunda,294,294,294,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,60,Segunda,5.882,5.882,5.882,$/caja 20 kilos
15/02/2017,Melón,Tuna,Femacal de La Calera,480,Tercera,210,210,210,$/unidad
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,20,Segunda,6.303,6.303,6.303,$/caja 20 kilos
15/02/2017,Papa,Patagonia,Femacal de La Calera,100,1a nueva(o),6.723,6.933,7.143,$/saco 50 kilos
15/02/2017,Tuna,Sin especificar,Central Lo Valledor de Santiago,45,Tercera,5.042,5.042,5.042,$/caja 20 kilos
15/02/2017,Papa,Rosara,Femacal de La Calera,100,1a nueva(o),5.042,5.252,5.462,$/saco 50 kilos
15/02/2017,Uva,Flame Seedless,Central Lo Valledor de Santiago,100,Primera,4.034,4.034,4.034,$/caja 12 kilos
15/02/2017,Pepino ensalada,Sin especificar,Femacal de La Calera,35,Primera,12.605,12.605,12.605,$/caja 80 unidades
15/02/2017,Uva,Ralli Seedless,Central Lo Valledor de Santiago,210,Especial,8.403,8.403,8.403,$/caja 18 kilos
15/02/2017,Pimiento,Zafiro rojo,Femacal de La Calera,48,Primera,8.403,8.841,9.244,$/caja 18 kilos
15/02/2017,Uva,Ralli Seedless,Central Lo Valledor de Santiago,116,Primera,6.303,6.303,6.303,$/caja 20 kilos
15/02/2017,Pimiento,Zafiro rojo,Femacal de La Calera,28,Segunda,5.882,5.882,5.882,$/caja 18 kilos
15/02/2017,Uva,Ralli Seedless,Central Lo Valledor de Santiago,500,Primera,5.882,6.050,6.723,$/caja 20 kilos
15/02/2017,Pimiento,Zafiro verde,Femacal de La Calera,28,Primera,6.723,6.723,6.723,$/caja 18 kilos
15/02/2017,Uva,Red Globe,Central Lo Valledor de Santiago,220,Especial,8.403,8.403,8.403,$/caja 20 kilos
15/02/2017,Pimiento,Zafiro verde,Femacal de La Calera,35,Segunda,5.042,5.042,5.042,$/caja 18 kilos
15/02/2017,Uva,Red Globe,Central Lo Valledor de Santiago,140,Primera,5.882,5.882,5.882,$/caja 18 kilos
15/02/2017,Poroto verde,Magnum,Femacal de La Calera,25,Primera,21.008,21.008,21.008,$/malla 30 kilos
15/02/2017,Uva,Red Globe,Central Lo Valledor de Santiago,170,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Rabanito,Sin especificar,Femacal de La Calera,2.600,Primera,1.681,1.681,1.681,$/cien unidades (volumen en unidades)
15/02/2017,Uva,Red Globe,Central Lo Valledor de Santiago,180,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Repollo,Crespo record,Femacal de La Calera,390,Primera,420,420,420,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,200,Especial,8.403,8.403,8.403,$/caja 18 kilos
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,100,Primera,5.042,5.042,5.042,$/caja 12 kilos
15/02/2017,Repollo,Crespo record,Femacal de La Calera,380,Segunda,336,336,336,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,250,Primera,6.303,6.303,6.303,$/caja 18 kilos
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,153,Primera,7.143,7.143,7.143,$/caja 20 kilos
15/02/2017,Repollo,Morada(o),Femacal de La Calera,380,Primera,420,420,420,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,302,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Sandia,Sin especificar,Femacal de La Calera,300,Extra,1.933,1.933,1.933,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,155,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Sandia,Sin especificar,Femacal de La Calera,300,Extra (muy buena),1.429,1.429,1.429,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,100,Primera,8.403,8.403,8.403,$/caja 25 kilos
15/02/2017,Sandia,Sin especificar,Femacal de La Calera,280,Primera,1.092,1.092,1.092,$/unidad
15/02/2017,Uva,Sultanina,Central Lo Valledor de Santiago,357,Tercera,5.042,5.042,5.042,$/caja 25 kilos
15/02/2017,Sandia,Sin especificar,Femacal de La Calera,250,Segunda,840,840,840,$/unidad
15/02/2017,Uva,Superior Seedless,Central Lo Valledor de Santiago,30,Primera,6.723,6.723,6.723,$/caja 20 kilos
15/02/2017,Sandia,Sin especificar,Femacal de La Calera,200,Tercera,504,504,504,$/unidad
15/02/2017,Uva,Superior Seedless,Central Lo Valledor de Santiago,160,Primera,8.403,8.403,8.403,$/caja 25 kilos
15/02/2017,Tomate,Larga vida,Femacal de La Calera,190,Primera,7.143,7.386,7.563,$/bandeja 18 kilos
15/02/2017,Uva,Thompson seedless,Central Lo Valledor de Santiago,160,Primera,10.084,10.084,10.084,$/caja 20 kilos
15/02/2017,Ciruela,Larry Ann,Femacal de La Calera,45,Primera,5.042,5.042,5.042,$/caja 15 kilos empedrada
15/02/2017,Tomate,Larga vida,Femacal de La Calera,230,Primera,5.462,5.663,5.882,$/caja 15 kilos
15/02/2017,Ciruela,Larry Ann,Femacal de La Calera,40,Segunda,4.202,4.202,4.202,$/caja 15 kilos empedrada
15/02/2017,Tomate,Larga vida,Femacal de La Calera,80,Segunda,5.462,5.462,5.462,$/bandeja 18 kilos
15/02/2017,Durazno,Doctor Davis,Femacal de La Calera,60,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Tomate,Larga vida,Femacal de La Calera,90,Segunda,3.782,3.782,3.782,$/caja 15 kilos
15/02/2017,Durazno,Doctor Davis,Femacal de La Calera,60,Extra (doble especial),10.924,10.924,10.924,$/caja 16 kilos empedrada
15/02/2017,Zanahoria,Sin especificar,Femacal de La Calera,40,Primera,9.244,9.244,9.244,$/saco 40 kilos
15/02/2017,Durazno,Doctor Davis,Femacal de La Calera,92,Primera,8.403,8.787,9.244,$/caja 16 kilos empedrada
15/02/2017,Zapallo,Camote,Femacal de La Calera,113,1a nueva(o),168,190,210,$/kilo (volumen en unidades)
15/02/2017,Zapallo,Camote,Femacal de La Calera,50,2a nueva(o),126,126,126,$/kilo (volumen en unidades)
15/02/2017,Durazno,Doctor Davis,Femacal de La Calera,50,Segunda,7.563,7.563,7.563,$/caja 16 kilos empedrada
15/02/2017,Zapallo italiano,Huracán,Femacal de La Calera,55,Primera,2.521,2.521,2.521,$/caja 36 unidades
15/02/2017,Durazno,Ross Peach,Femacal de La Calera,50,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Betarraga,Sin especificar,Feria Lagunitas de Puerto Montt,200,Segunda,420,420,420,$/paquete 5 unidades
15/02/2017,Choclo,Dulce o Americano,Feria Lagunitas de Puerto Montt,300,Primera,5.882,6.303,6.723,$/malla 60 unidades
15/02/2017,Durazno,Ross Peach,Femacal de La Calera,70,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Melón,Calameño,Feria Lagunitas de Puerto Montt,500,Primera,588,588,588,$/unidad
15/02/2017,Durazno,Ross Peach,Femacal de La Calera,50,Segunda,6.723,6.723,6.723,$/caja 16 kilos empedrada
15/02/2017,Melón,Calameño,Feria Lagunitas de Puerto Montt,300,Segunda,420,420,420,$/unidad
15/02/2017,Durazno,September Snow,Femacal de La Calera,38,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Durazno,September Snow,Femacal de La Calera,45,Primera,9.244,9.244,9.244,$/caja 16 kilos empedrada
15/02/2017,Melón,Calameño,Feria Lagunitas de Puerto Montt,100,Tercera,294,294,294,$/unidad
15/02/2017,Durazno,September Snow,Femacal de La Calera,28,Segunda,7.563,7.563,7.563,$/caja 16 kilos empedrada
15/02/2017,Melón,Tuna,Feria Lagunitas de Puerto Montt,500,Primera,588,588,588,$/unidad
15/02/2017,Frutilla,Sin especificar,Femacal de La Calera,60,Especial,5.882,5.882,5.882,$/bandeja 7 kilos
15/02/2017,Melón,Tuna,Feria Lagunitas de Puerto Montt,300,Segunda,420,420,420,$/unidad
15/02/2017,Frutilla,Sin especificar,Femacal de La Calera,80,Primera,5.042,5.042,5.042,$/bandeja 7 kilos
15/02/2017,Melón,Tuna,Feria Lagunitas de Puerto Montt,100,Tercera,294,294,294,$/unidad
15/02/2017,Frutilla,Sin especificar,Femacal de La Calera,35,Segunda,3.361,3.361,3.361,$/bandeja 7 kilos
15/02/2017,Papa,Patagonia,Feria Lagunitas de Puerto Montt,100,1a nueva(o),5.882,6.303,6.723,$/saco 50 kilos
15/02/2017,Limón,Sin especificar,Femacal de La Calera,55,1a amarillo,18.487,18.946,19.328,$/malla 16 kilos
15/02/2017,Papa,Pukará,Feria Lagunitas de Puerto Montt,100,1a nueva(o),5.882,6.303,6.723,$/saco 50 kilos
15/02/2017,Limón,Sin especificar,Femacal de La Calera,230,1a plateado,17.647,18.012,18.487,$/malla 16 kilos
15/02/2017,Sandia,Sin especificar,Feria Lagunitas de Puerto Montt,200,Extra,2.101,2.101,2.101,$/unidad
15/02/2017,Limón,Sin especificar,Femacal de La Calera,50,2a amarillo,17.647,17.647,17.647,$/malla 16 kilos
15/02/2017,Sandia,Sin especificar,Feria Lagunitas de Puerto Montt,300,Primera,1.681,1.681,1.681,$/unidad
15/02/2017,Limón,Sin especificar,Femacal de La Calera,100,2a plateado,16.807,16.807,16.807,$/malla 16 kilos
15/02/2017,Mango,Sin especificar,Femacal de La Calera,228,Segunda,4.202,4.202,4.202,$/bandeja 4 kilos
15/02/2017,Sandia,Sin especificar,Feria Lagunitas de Puerto Montt,100,Segunda,1.261,1.261,1.261,$/unidad
15/02/2017,Manzana,Granny Smith,Femacal de La Calera,70,Especial,6.723,6.723,6.723,$/caja 16 kilos empedrada
15/02/2017,Zanahoria,Sin especificar,Feria Lagunitas de Puerto Montt,25,Primera,12.605,12.605,12.605,$/saco 40 kilos
15/02/2017,Manzana,Granny Smith,Femacal de La Calera,80,Primera,5.882,5.882,5.882,$/caja 16 kilos empedrada
15/02/2017,Manzana,Granny Smith,Femacal de La Calera,60,Segunda,5.042,5.042,5.042,$/caja 16 kilos empedrada
15/02/2017,Acelga,Sin especificar,Macroferia Regional de Talca,1.000,Primera,1.008,1.008,1.008,"$/atado 1 a 1,5 kilos"
15/02/2017,Manzana,Royal Gala,Femacal de La Calera,48,Especial,6.723,6.723,6.723,$/caja 16 kilos empedrada
15/02/2017,Ajo,Chino,Macroferia Regional de Talca,300,Primera,20.168,20.168,20.168,$/caja 10 kilos
15/02/2017,Manzana,Royal Gala,Femacal de La Calera,50,Primera,5.882,5.882,5.882,$/caja 16 kilos empedrada
15/02/2017,Ají,Cacho cabra verde,Macroferia Regional de Talca,100,Primera,6.723,6.723,6.723,$/saco 25 kilos
15/02/2017,Albahaca,Sin especificar,Macroferia Regional de Talca,300,Primera,2.521,2.521,2.521,$/docena de matas
15/02/2017,Manzana,Royal Gala,Femacal de La Calera,60,Segunda,5.042,5.042,5.042,$/caja 16 kilos empedrada
15/02/2017,Brócoli,Sin especificar,Macroferia Regional de Talca,2.000,Primera,588,588,588,$/unidad
15/02/2017,Naranja,Valencia,Femacal de La Calera,40,Primera,5.882,5.882,5.882,$/malla 13 kilos
15/02/2017,Cebolla,Sin especificar,Macroferia Regional de Talca,1.500,1a (cosecha),7.563,7.563,7.563,$/malla 50 kilos
15/02/2017,Naranja,Valencia,Femacal de La Calera,35,Segunda,5.042,5.042,5.042,$/malla 13 kilos
15/02/2017,Cebolla,Sin especificar,Macroferia Regional de Talca,50.000,1a nueva(o),71,71,71,$/unidad
15/02/2017,Nectarín,Artic Pride,Femacal de La Calera,45,Especial,10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Cebolla,Sin especificar,Macroferia Regional de Talca,300,2a (cosecha),6.303,6.303,6.303,$/malla 50 kilos
15/02/2017,Nectarín,Artic Pride,Femacal de La Calera,40,Extra (doble especial),10.924,10.924,10.924,$/caja 16 kilos empedrada
15/02/2017,Cebolla,Sin especificar,Macroferia Regional de Talca,20.000,2a nueva(o),50,50,50,$/unidad
15/02/2017,Nectarín,Artic Pride,Femacal de La Calera,70,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Choclo,Choclero,Macroferia Regional de Talca,20.000,Primera,84,84,84,$/unidad
15/02/2017,Nectarín,Artic Pride,Femacal de La Calera,50,Segunda,7.563,7.563,7.563,$/caja 16 kilos empedrada
15/02/2017,Nectarín,Artic Snow,Femacal de La Calera,98,Especial,9.244,9.655,10.084,$/caja 16 kilos empedrada
15/02/2017,Choclo,Choclero,Macroferia Regional de Talca,5.000,Segunda,59,59,59,$/unidad
15/02/2017,Coliflor,Sin especificar,Macroferia Regional de Talca,2.000,Primera,672,672,672,$/unidad
15/02/2017,Nectarín,Artic Snow,Femacal de La Calera,60,Extra (doble especial),10.924,10.924,10.924,$/caja 16 kilos empedrada
15/02/2017,Lechuga,Conconina(o),Macroferia Regional de Talca,1.000,Primera,5.042,5.042,5.042,$/caja 20 unidades
15/02/2017,Nectarín,Artic Snow,Femacal de La Calera,60,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Lechuga,Escarola,Macroferia Regional de Talca,500,Primera,5.882,5.882,5.882,$/caja 15 unidades
15/02/2017,Nectarín,Artic Snow,Femacal de La Calera,40,Segunda,7.563,7.563,7.563,$/caja 16 kilos empedrada
15/02/2017,Melón,Plátano,Macroferia Regional de Talca,4.000,Primera,7.563,7.563,7.563,$/unidad
15/02/2017,Nectarín,August Red,Femacal de La Calera,50,Especial,9.244,9.244,9.244,$/caja 16 kilos empedrada
15/02/2017,Melón,Plátano,Macroferia Regional de Talca,2.000,Segunda,420,420,420,$/unidad
15/02/2017,Melón,Plátano,Macroferia Regional de Talca,1.000,Tercera,252,252,252,$/unidad
15/02/2017,Nectarín,August Red,Femacal de La Calera,40,Extra (doble especial),10.084,10.084,10.084,$/caja 16 kilos empedrada
15/02/2017,Papa,Patagonia,Macroferia Regional de Talca,700,1a (cosecha),5.462,5.582,5.882,$/saco 50 kilos
15/02/2017,Papa,Pukará,Macroferia Regional de Talca,400,1a (cosecha),4.622,4.622,4.622,$/saco 50 kilos
15/02/2017,Nectarín,August Red,Femacal de La Calera,60,Primera,8.403,8.403,8.403,$/caja 16 kilos empedrada
15/02/2017,Papa,Pukará,Macroferia Regional de Talca,300,1a (cosecha),4.202,4.202,4.202,$/saco 50 kilos
15/02/2017,Nectarín,August Red,Femacal de La Calera,47,Segunda,6.723,6.723,6.723,$/caja 16 kilos empedrada
15/02/2017,Palta,Hass,Femacal de La Calera,18,Cuarta,840,840,840,$/kilo (en caja de 15 kilos)
15/02/2017,Pepino ensalada,Sin especificar,Macroferia Regional de Talca,1.000,Primera,12.605,12.605,12.605,$/caja 80 unidades
15/02/2017,Palta,Hass,Femacal de La Calera,25,Primera,1.429,1.429,1.429,$/kilo (en caja de 15 kilos)
15/02/2017,Pepino ensalada,Sin especificar,Macroferia Regional de Talca,200,Segunda,10.084,10.084,10.084,$/caja 100 unidades
15/02/2017,Palta,Hass,Femacal de La Calera,30,Segunda,1.261,1.261,1.261,$/kilo (en caja de 15 kilos)
15/02/2017,Pimiento,Zafiro verde,Macroferia Regional de Talca,500,Primera,3.361,3.361,3.361,$/caja 15 kilos
15/02/2017,Pimiento,Zafiro verde,Macroferia Regional de Talca,100,Segunda,2.521,2.521,2.521,$/caja 15 kilos
15/02/2017,Palta,Hass,Femacal de La Calera,20,Tercera,1.092,1.092,1.092,$/kilo (en caja de 15 kilos)
15/02/2017,Poroto granado,Sin especificar,Macroferia Regional de Talca,200,Primera,16.807,16.807,16.807,$/saco 30 kilos
15/02/2017,Pera,Packham's Triumph,Femacal de La Calera,70,Especial,6.723,6.723,6.723,$/caja 18 kilos empedrada
15/02/2017,Poroto granado,Sin especificar,Macroferia Regional de Talca,50,Segunda,15.126,15.126,15.126,$/saco 30 kilos
15/02/2017,Pera,Packham's Triumph,Femacal de La Calera,80,Primera,5.882,5.882,5.882,$/caja 18 kilos empedrada
15/02/2017,Poroto verde,Sin especificar,Macroferia Regional de Talca,100,Primera,12.605,12.605,12.605,$/saco 30 kilos
15/02/2017,Pera,Packham's Triumph,Femacal de La Calera,50,Segunda,5.042,5.042,5.042,$/caja 18 kilos empedrada
15/02/2017,Tomate,Larga vida,Macroferia Regional de Talca,2.500,Primera,4.202,4.202,4.202,$/caja 15 kilos
15/02/2017,Piña,Caramelo,Femacal de La Calera,162,Primera,13.445,13.445,13.445,$/caja 12 unidades
15/02/2017,Tomate,Larga vida,Macroferia Regional de Talca,1.500,Segunda,3.361,3.361,3.361,$/caja 15 kilos
15/02/2017,Piña,Caramelo,Femacal de La Calera,54,Segunda,13.445,13.445,13.445,$/caja 14 unidades
15/02/2017,Tomate,Larga vida,Macroferia Regional de Talca,500,Tercera,2.101,2.101,2.101,$/caja 15 kilos
15/02/2017,Plátano,Sin especificar,Femacal de La Calera,160,Maduro,7.563,7.563,7.563,$/caja 20 kilos
15/02/2017,Zanahoria,Sin especificar,Macroferia Regional de Talca,400,Primera,8.403,8.403,8.403,$/saco 40 kilos
15/02/2017,Plátano,Sin especificar,Femacal de La Calera,280,Pintón,8.403,8.643,9.244,$/caja 20 kilos
15/02/2017,Zanahoria,Sin especificar,Macroferia Regional de Talca,150,Primera,8.403,8.403,8.403,$/saco 40 kilos
15/02/2017,Tuna,Sin especificar,Femacal de La Calera,45,Primera,6.723,6.723,6.723,$/caja 16 kilos
15/02/2017,Tuna,Sin especificar,Femacal de La Calera,50,Segunda,5.042,5.042,5.042,$/caja 16 kilos
15/02/2017,Zapallo,Camote,Macroferia Regional de Talca,1.300,1a (cosecha),109,120,126,$/kilo (volumen en unidades)
15/02/2017,Uva,Red Globe,Femacal de La Calera,70,Primera,7.563,7.563,7.563,$/caja 23 kilos
15/02/2017,Zapallo italiano,Sin especificar,Macroferia Regional de Talca,500,Primera,2.941,2.941,2.941,$/caja 60 unidades
15/02/2017,Uva,Ribier,Femacal de La Calera,45,Primera,7.563,7.563,7.563,$/caja 20 kilos
15/02/2017,Tomate,Larga vida,Mapocho venta directa de Santiago,530,Especial,10.084,10.203,10.504,$/bandeja 18 kilos
15/02/2017,Tomate,Larga vida,Mapocho venta directa de Santiago,840,Primera,8.403,8.693,9.244,$/bandeja 18 kilos
15/02/2017,Uva,Superior Seedless,Femacal de La Calera,60,Primera,8.403,8.403,8.403,$/caja 20 kilos
15/02/2017,Tomate,Larga vida,Mapocho venta directa de Santiago,160,Segunda,6.723,6.723,6.723,$/bandeja 18 kilos
15/02/2017,Ají,Cacho cabra verde,Terminal Hortofrutícola de Chillán,25,Primera,7.983,8.151,8.403,$/saco 25 kilos
15/02/2017,Arándano (blue),Sin especificar,Feria Lagunitas de Puerto Montt,80,Primera,3.782,3.782,3.782,$/bandeja 2 kilos
