,Porotos Verdes Cortados,,,,,,,,2690 ,500,Gramos,www.lavegadelivery.cl
,Rabanitos,,,,,,,,1190 ,1,Paquete,www.lavegadelivery.cl
,Repollo Crespo,,,,,,,,1490 ,1,Unidades,www.lavegadelivery.cl
,Repollo Morado,,,,,,,,1690 ,1,Unidades,www.lavegadelivery.cl
,Rocoto,,,,,,,,1790 ,250,Gramos,www.lavegadelivery.cl
,Rúcula,,,,,,,,1190 ,250,Gramos,www.lavegadelivery.cl
,Tomate,,,,,,,,1190 ,1000,Gramos,www.lavegadelivery.cl
,Tomate Cherry,,,,,,,,2190 ,500,Gramos,www.lavegadelivery.cl
,Tomate Pera,,,,,,,,2290 ,1000,Gramos,www.lavegadelivery.cl
,Yuca,,,,,,,,2490 ,1,Unidades,www.lavegadelivery.cl
,Zanahoria,,,,,,,,790 ,1000,Gramos,www.lavegadelivery.cl
,Zapallo,,,,,,,,990 ,1,Trozo,www.lavegadelivery.cl
,Zapallo Italiano,,,,,,,,390 ,1,Unidades,www.lavegadelivery.cl
,Zapallo Italiano Redondo,,,,,,,,500 ,1,Unidades,www.lavegadelivery.cl
