url,producto,variedad,mercado,volumen,calidad,precioMin,precioProm,precioMax,unidad
20/02/2017,Limón,Sin especificar,Central Lo Valledor de Santiago,565,Cachana,1.261,1.333,1.429,,,$/malla 18 kilos,$/malla 18 kilos
20/02/2017,Choclo,Choclero,Central Lo Valledor de Santiago,20.000,Segunda,84,84,84,,,$/unidad,$/unidad
20/02/2017,Mango,Sin especificar,Central Lo Valledor de Santiago,260,Especial,4.202,4.202,4.202,,,$/bandeja 4 kilos,$/bandeja 4 kilos
20/02/2017,Choclo,Choclero,Central Lo Valledor de Santiago,25.000,Segunda,84,84,84,,,$/unidad,$/unidad
20/02/2017,Mango,Sin especificar,Central Lo Valledor de Santiago,616,Primera,3.361,3.828,4.202,,,$/bandeja 4 kilos,$/bandeja 4 kilos
20/02/2017,Ciboulette,Sin especificar,Central Lo Valledor de Santiago,32,Primera,840,840,840,,,$/docena de atados,$/docena de atados
20/02/2017,Manzana,Granny Smith,Central Lo Valledor de Santiago,20,Especial,100.840,100.840,100.840,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Cilantro,Sin especificar,Central Lo Valledor de Santiago,36,Primera,15.126,15.733,16.807,,,$/docena de atados,$/docena de atados
20/02/2017,Manzana,Granny Smith,Central Lo Valledor de Santiago,24,Primera,84.034,84.034,84.034,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Cilantro,Sin especificar,Central Lo Valledor de Santiago,16,Segunda,13.445,13.445,13.445,,,$/docena de atados,$/docena de atados
20/02/2017,Coliflor,Sin especificar,Central Lo Valledor de Santiago,7.000,Primera,378,396,420,,,$/unidad,$/unidad
20/02/2017,Manzana,Granny Smith,Central Lo Valledor de Santiago,16,Segunda,67.227,67.227,67.227,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Coliflor,Sin especificar,Central Lo Valledor de Santiago,1.800,Segunda,294,294,294,,,$/unidad,$/unidad
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,12,Especial,84.034,84.034,84.034,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Espinaca,Sin especificar,Central Lo Valledor de Santiago,790,Primera,8.403,8.403,8.403,,,$/cuna 10 kilos,$/cuna 10 kilos
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,18,Especial,92.437,92.437,92.437,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,14,Extra (doble especial),100.840,100.840,100.840,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Espinaca,Sin especificar,Central Lo Valledor de Santiago,540,Segunda,5.882,6.318,6.723,,,$/cuna 10 kilos,$/cuna 10 kilos
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,16,Primera,75.630,75.630,75.630,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Lechuga,Conconina(o),Central Lo Valledor de Santiago,470,Primera,3.782,4.014,4.202,,,$/caja 10 unidades,$/caja 10 unidades
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,14,Primera,79.832,79.832,79.832,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Lechuga,Conconina(o),Central Lo Valledor de Santiago,420,Segunda,2.941,3.131,3.361,,,$/caja 10 unidades,$/caja 10 unidades
20/02/2017,Manzana,Royal Gala,Central Lo Valledor de Santiago,14,Segunda,58.824,58.824,58.824,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Lechuga,Escarola,Central Lo Valledor de Santiago,1.300,Primera,4.622,4.822,5.042,,,$/caja 15 unidades,$/caja 15 unidades
20/02/2017,Manzana,Scarlett,Central Lo Valledor de Santiago,14,Especial,117.647,117.647,117.647,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Lechuga,Escarola,Central Lo Valledor de Santiago,800,Segunda,3.361,3.587,3.782,,,$/caja 18 unidades,$/caja 18 unidades
20/02/2017,Manzana,Scarlett,Central Lo Valledor de Santiago,18,Primera,100.840,100.840,100.840,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Lechuga,Milanesa,Central Lo Valledor de Santiago,790,Primera,2.941,3.138,3.361,,,$/caja 20 unidades,$/caja 20 unidades
20/02/2017,Membrillo,Champion,Central Lo Valledor de Santiago,6,Especial,184.874,184.874,184.874,,,$/bins (450 kilos),$/bins (450 kilos)
20/02/2017,Lechuga,Milanesa,Central Lo Valledor de Santiago,790,Segunda,2.101,2.324,2.521,,,$/caja 20 unidades,$/caja 20 unidades
20/02/2017,Naranja,Valencia,Central Lo Valledor de Santiago,38,Primera,168.067,172.048,176.471,,,$/bins (400 kilos),$/bins (400 kilos)
20/02/2017,Melón,Calameño,Central Lo Valledor de Santiago,1.500,Segunda,269,296,336,,,$/unidad,$/unidad
20/02/2017,Naranja,Valencia,Central Lo Valledor de Santiago,480,Primera,9.244,9.664,10.084,,,$/caja 15 kilos,$/caja 15 kilos
20/02/2017,Melón,Calameño,Central Lo Valledor de Santiago,1.700,Tercera,202,231,252,,,$/unidad,$/unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,286,Especial,5.042,5.042,5.042,,,$/bandeja 10 kilos granel,$/bandeja 10 kilos granel
20/02/2017,Melón,Tuna,Central Lo Valledor de Santiago,1.900,Extra,588,606,630,,,$/unidad,$/unidad
20/02/2017,Nectarín,Artic Snow,Central Lo Valledor de Santiago,28,Especial,159.664,164.466,168.067,,,$/bins (420 kilos),$/bins (420 kilos)
20/02/2017,Melón,Tuna,Central Lo Valledor de Santiago,2.300,Extra (muy buena),504,533,571,,,$/unidad,$/unidad
